dataset,target,config,k,seed,f1
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,1,0.9037994133474493
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,2,0.9239030822907625
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,3,0.8894813960072347
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,4,0.9022985830451624
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,5,0.9037084303397208
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,6,0.915635396231716
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,7,0.9150627547610953
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,8,0.9229519426023873
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,9,0.8932596715766268
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,0,0.9035047500903048
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,1,0.8930672013571169
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,2,0.8893437476274183
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,3,0.9013956853337253
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,4,0.8867986041726436
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,5,0.8752308670468568
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,6,0.8922978151107737
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,7,0.881022291483581
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,8,0.8895108417892932
Ecore-555,Abstract,LLM(NL+NA+NT+EL),2,9,0.899715547637511
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,0,0.8541199974561415
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,1,0.8668689944897856
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,2,0.8490034525305651
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,3,0.8356666840945214
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,4,0.8434390314336432
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,5,0.8418061577537372
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,6,0.8388217484154175
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,7,0.8553536719501544
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,8,0.8445476766203476
Ecore-555,Abstract,LLM(NL+NA+NT+EL),3,9,0.8312262718331299
Ecore-555,Abstract,GNN(R),0,0,0.8089384560623843
Ecore-555,Abstract,GNN(R),0,1,0.7927714686258659
Ecore-555,Abstract,GNN(R),0,2,0.8021367455670508
Ecore-555,Abstract,GNN(R),0,3,0.7971144308939997
Ecore-555,Abstract,GNN(R),0,4,0.8076330946829675
Ecore-555,Abstract,GNN(R),0,5,0.7957603749403107
Ecore-555,Abstract,GNN(R),0,6,0.8197240496695642
Ecore-555,Abstract,GNN(R),0,7,0.8034996557995445
Ecore-555,Abstract,GNN(R),0,8,0.8028413524677681
Ecore-555,Abstract,GNN(R),0,9,0.8031973383536511
Ecore-555,Abstract,GNN(FTLM(NL)),0,0,0.9054336225743128
Ecore-555,Abstract,GNN(FTLM(NL)),0,1,0.9183536424819628
Ecore-555,Abstract,GNN(FTLM(NL)),0,2,0.917406835104505
Ecore-555,Abstract,GNN(FTLM(NL)),0,3,0.9220754672116048
Ecore-555,Abstract,GNN(FTLM(NL)),0,4,0.9064130583570371
Ecore-555,Abstract,GNN(FTLM(NL)),0,5,0.9363411477689292
Ecore-555,Abstract,GNN(FTLM(NL)),0,6,0.9210438866415653
Ecore-555,Abstract,GNN(FTLM(NL)),0,7,0.9078868245934933
Ecore-555,Abstract,GNN(FTLM(NL)),0,8,0.9029111303642117
Ecore-555,Abstract,GNN(FTLM(NL)),0,9,0.9171871270627934
Ecore-555,Abstract,GNN(FTLM(NL)),1,0,0.9201032458707353
Ecore-555,Abstract,GNN(FTLM(NL)),1,1,0.9138170791402561
Ecore-555,Abstract,GNN(FTLM(NL)),1,2,0.9219211382792393
Ecore-555,Abstract,GNN(FTLM(NL)),1,3,0.9145882423276044
Ecore-555,Abstract,GNN(FTLM(NL)),1,4,0.926516582517063
Ecore-555,Abstract,GNN(FTLM(NL)),1,5,0.9137545818161112
Ecore-555,Abstract,GNN(FTLM(NL)),1,6,0.9206149977489508
Ecore-555,Abstract,GNN(FTLM(NL)),1,7,0.9307883917336214
Ecore-555,Abstract,GNN(FTLM(NL)),1,8,0.946716688829103
Ecore-555,Abstract,GNN(FTLM(NL)),1,9,0.910923568073694
Ecore-555,Abstract,GNN(FTLM(NL)),2,0,0.9103549222991291
Ecore-555,Abstract,GNN(FTLM(NL)),2,1,0.9066016430220006
Ecore-555,Abstract,GNN(FTLM(NL)),2,2,0.9228432832176928
Ecore-555,Abstract,GNN(FTLM(NL)),2,3,0.9035190069428244
Ecore-555,Abstract,GNN(FTLM(NL)),2,4,0.9101564295440692
Ecore-555,Abstract,GNN(FTLM(NL)),2,5,0.9147039871676249
Ecore-555,Abstract,GNN(FTLM(NL)),2,6,0.9052132146052025
Ecore-555,Abstract,GNN(FTLM(NL)),2,7,0.9054267495769083
Ecore-555,Abstract,GNN(FTLM(NL)),2,8,0.9102437711187814
Ecore-555,Abstract,GNN(FTLM(NL)),2,9,0.8939955975966264
Ecore-555,Abstract,GNN(FTLM(NL)),3,0,0.9005452178292667
Ecore-555,Abstract,GNN(FTLM(NL)),3,1,0.9108696591220683
Ecore-555,Abstract,GNN(FTLM(NL)),3,2,0.91648230636342
Ecore-555,Abstract,GNN(FTLM(NL)),3,3,0.9131424001404641
Ecore-555,Abstract,GNN(FTLM(NL)),3,4,0.8972603130516061
Ecore-555,Abstract,GNN(FTLM(NL)),3,5,0.9103621370824001
Ecore-555,Abstract,GNN(FTLM(NL)),3,6,0.9229843764050618
Ecore-555,Abstract,GNN(FTLM(NL)),3,7,0.9205586551199133
Ecore-555,Abstract,GNN(FTLM(NL)),3,8,0.9142125213847216
Ecore-555,Abstract,GNN(FTLM(NL)),3,9,0.906126301249018
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,0,0.9323121637095221
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,1,0.9202107101879006
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,2,0.9143075159752598
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,3,0.9179781376483822
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,4,0.9404834529177416
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,5,0.9282018003820169
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,6,0.9375924705304771
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,7,0.9212066368669064
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,8,0.9353814933918515
Ecore-555,Abstract,GNN(FTLM(NL+NA)),0,9,0.9199849595638193
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,0,0.9284257263096718
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,1,0.954863502599557
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,2,0.9376714863229962
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,3,0.9249882962467231
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,4,0.9291518096097329
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,5,0.9332622342088565
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,6,0.9421045758951591
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,7,0.9251086690832986
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,8,0.9125868091539553
Ecore-555,Abstract,GNN(FTLM(NL+NA)),1,9,0.927203581868737
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,0,0.9181538545716376
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,1,0.9190953796873524
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,2,0.9311669013618267
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,3,0.9211668707830594
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,4,0.9261291697163598
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,5,0.906988863060752
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,6,0.9266790148842455
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,7,0.9389621983165629
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,8,0.9257290929025018
Ecore-555,Abstract,GNN(FTLM(NL+NA)),2,9,0.9205355571994072
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,0,0.9235398818840774
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,1,0.9398714223902601
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,2,0.9127281851660914
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,3,0.9208889764204595
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,4,0.9266020759293822
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,5,0.929440011078132
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,6,0.9176267209429162
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,7,0.9250732139472724
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,8,0.9192207851864889
Ecore-555,Abstract,GNN(FTLM(NL+NA)),3,9,0.9232047113280129
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,0,0.9276790845962611
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,1,0.9175840632214446
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,2,0.9287888641497656
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,3,0.9377715152206184
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,4,0.9193298170845833
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,5,0.9265890825122517
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,6,0.9356478006445715
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,7,0.9183013489325283
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,8,0.9308263833750816
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),1,9,0.9183987018104657
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,0,0.9273463050083378
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,1,0.9391282138187986
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,2,0.9362225528424577
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,3,0.9138081932222687
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,4,0.9234019912874063
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,5,0.9172099772850016
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,6,0.9170210589606929
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,7,0.9314775706093783
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,8,0.9028082042381584
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),2,9,0.9265529459746612
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,0,0.9195102400484427
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,1,0.9340854062060414
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,2,0.9218723336889945
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,3,0.9132732800547382
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,4,0.9227714037675139
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,5,0.9273596709502969
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,6,0.9203576367411119
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,7,0.9248803827655661
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,8,0.9147832482429802
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT)),3,9,0.8986611609915494
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,0,0.9330002358377335
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,1,0.9309915973618429
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,2,0.9254817838461433
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,3,0.9246841056221032
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,4,0.9343629576935474
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,5,0.9194289327452344
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,6,0.9169346593464148
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,7,0.9221145013050401
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,8,0.9358909718855154
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),1,9,0.9101288709573552
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,0,0.9279182999261402
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,1,0.9096074714579448
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,2,0.9049925650027598
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,3,0.9286006183614233
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,4,0.915031099052038
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,5,0.9029976563561508
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,6,0.9124126694094357
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,7,0.9253105243088704
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,8,0.9279207419262178
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),2,9,0.9117290131807896
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,0,0.9160632075909728
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,1,0.9191408463239443
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,2,0.9055537350628364
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,3,0.9155503607516645
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,4,0.9116812208524444
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,5,0.9066397558952691
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,6,0.9070785206462108
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,7,0.9126703448186722
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,8,0.9122985348695863
Ecore-555,Abstract,GNN(FTLM(NL+NA+NT+EL)),3,9,0.9063451004667566
ModelSet,Abstract,LLM(NL),0,0,0.8377405489159984
ModelSet,Abstract,LLM(NL),0,1,0.8531333723834034
ModelSet,Abstract,LLM(NL),0,2,0.8441382713517698
ModelSet,Abstract,LLM(NL),0,3,0.8508509436658828
ModelSet,Abstract,LLM(NL),0,4,0.8540182223193742
ModelSet,Abstract,LLM(NL),0,5,0.8478884225963954
ModelSet,Abstract,LLM(NL),0,6,0.8647088631338243
ModelSet,Abstract,LLM(NL),0,7,0.833746959682361
ModelSet,Abstract,LLM(NL),0,8,0.8500840959308229
ModelSet,Abstract,LLM(NL),0,9,0.838818560269689
ModelSet,Abstract,LLM(NL),1,0,0.9035578326337128
ModelSet,Abstract,LLM(NL),1,1,0.9020044012139242
ModelSet,Abstract,LLM(NL),1,2,0.8654578881799326
ModelSet,Abstract,LLM(NL),1,3,0.8753113375748812
ModelSet,Abstract,LLM(NL),1,4,0.8916431291079434
ModelSet,Abstract,LLM(NL),1,5,0.8928986720988448
ModelSet,Abstract,LLM(NL),1,6,0.8923656421615928
ModelSet,Abstract,LLM(NL),1,7,0.8842913467182666
ModelSet,Abstract,LLM(NL),1,8,0.8895512082456348
ModelSet,Abstract,LLM(NL),1,9,0.8915302143578633
ModelSet,Abstract,LLM(NL),2,0,0.8902212873046268
ModelSet,Abstract,LLM(NL),2,1,0.9012730196836163
ModelSet,Abstract,LLM(NL),2,2,0.8684050275089096
ModelSet,Abstract,LLM(NL),2,3,0.8973379351956999
ModelSet,Abstract,LLM(NL),2,4,0.8806594738771427
ModelSet,Abstract,LLM(NL),2,5,0.9005867780796939
ModelSet,Abstract,LLM(NL),2,6,0.888713155751088
ModelSet,Abstract,LLM(NL),2,7,0.8821121272891598
ModelSet,Abstract,LLM(NL),2,8,0.8947390215674424
ModelSet,Abstract,LLM(NL),2,9,0.8818866650215423
ModelSet,Abstract,LLM(NL),3,0,0.8678723210244461
ModelSet,Abstract,LLM(NL),3,1,0.861327056440469
ModelSet,Abstract,LLM(NL),3,2,0.8767329224520188
ModelSet,Abstract,LLM(NL),3,3,0.8819682352169084
ModelSet,Abstract,LLM(NL),3,4,0.8872302598613124
ModelSet,Abstract,LLM(NL),3,5,0.8755827213821099
ModelSet,Abstract,LLM(NL),3,6,0.8874785520844765
ModelSet,Abstract,LLM(NL),3,7,0.877179609751348
ModelSet,Abstract,LLM(NL),3,8,0.8760671151902044
ModelSet,Abstract,LLM(NL),3,9,0.8827356294785779
ModelSet,Abstract,LLM(NL+NA),0,0,0.8685839277612576
ModelSet,Abstract,LLM(NL+NA),0,1,0.8545856554554141
ModelSet,Abstract,LLM(NL+NA),0,2,0.8555623837804404
ModelSet,Abstract,LLM(NL+NA),0,3,0.8563916859530016
ModelSet,Abstract,LLM(NL+NA),0,4,0.8588276912699184
ModelSet,Abstract,LLM(NL+NA),0,5,0.8489959179039485
ModelSet,Abstract,LLM(NL+NA),0,6,0.8682800606006629
ModelSet,Abstract,LLM(NL+NA),0,7,0.8539959036822167
ModelSet,Abstract,LLM(NL+NA),0,8,0.8626244345677786
ModelSet,Abstract,LLM(NL+NA),0,9,0.8497452742777607
ModelSet,Abstract,LLM(NL+NA),1,0,0.901588039528089
ModelSet,Abstract,LLM(NL+NA),1,1,0.9019159301575034
ModelSet,Abstract,LLM(NL+NA),1,2,0.8937931859320267
ModelSet,Abstract,LLM(NL+NA),1,3,0.9182088943299714
ModelSet,Abstract,LLM(NL+NA),1,4,0.9017103996124191
ModelSet,Abstract,LLM(NL+NA),1,5,0.9157692892297739
ModelSet,Abstract,LLM(NL+NA),1,6,0.9075913892389813
ModelSet,Abstract,LLM(NL+NA),1,7,0.8913772519294394
ModelSet,Abstract,LLM(NL+NA),1,8,0.8941781318434211
ModelSet,Abstract,LLM(NL+NA),1,9,0.9023610206735724
ModelSet,Abstract,LLM(NL+NA),2,0,0.8916117253183875
ModelSet,Abstract,LLM(NL+NA),2,1,0.8914946114175893
ModelSet,Abstract,LLM(NL+NA),2,2,0.8881379504562545
ModelSet,Abstract,LLM(NL+NA),2,3,0.8729152364425901
ModelSet,Abstract,LLM(NL+NA),2,4,0.8887456735657931
ModelSet,Abstract,LLM(NL+NA),2,5,0.8688187853607724
ModelSet,Abstract,LLM(NL+NA),2,6,0.8947181956878494
ModelSet,Abstract,LLM(NL+NA),2,7,0.883739422125723
ModelSet,Abstract,LLM(NL+NA),2,8,0.8838458327382785
ModelSet,Abstract,LLM(NL+NA),2,9,0.8888069620437002
ModelSet,Abstract,LLM(NL+NA),3,0,0.8957267234629587
ModelSet,Abstract,LLM(NL+NA),3,1,0.8786799382226405
ModelSet,Abstract,LLM(NL+NA),3,2,0.8755139881044659
ModelSet,Abstract,LLM(NL+NA),3,3,0.8823393412850019
ModelSet,Abstract,LLM(NL+NA),3,4,0.8725827247580128
ModelSet,Abstract,LLM(NL+NA),3,5,0.883331503901107
ModelSet,Abstract,LLM(NL+NA),3,6,0.9089088303052297
ModelSet,Abstract,LLM(NL+NA),3,7,0.8824341408350295
ModelSet,Abstract,LLM(NL+NA),3,8,0.8995140517490019
ModelSet,Abstract,LLM(NL+NA),3,9,0.8792836519173487
ModelSet,Abstract,LLM(NL+NA+NT),1,0,0.895991201525725
ModelSet,Abstract,LLM(NL+NA+NT),1,1,0.8898026618778732
ModelSet,Abstract,LLM(NL+NA+NT),1,2,0.8924018721446573
ModelSet,Abstract,LLM(NL+NA+NT),1,3,0.8986877759436754
ModelSet,Abstract,LLM(NL+NA+NT),1,4,0.9105624012531618
ModelSet,Abstract,LLM(NL+NA+NT),1,5,0.8949470634983328
ModelSet,Abstract,LLM(NL+NA+NT),1,6,0.894243589513961
ModelSet,Abstract,LLM(NL+NA+NT),1,7,0.8832663228251769
ModelSet,Abstract,LLM(NL+NA+NT),1,8,0.8988333965533234
ModelSet,Abstract,LLM(NL+NA+NT),1,9,0.8905392766945474
ModelSet,Abstract,LLM(NL+NA+NT),2,0,0.9043200704290844
ModelSet,Abstract,LLM(NL+NA+NT),2,1,0.8955629354951503
ModelSet,Abstract,LLM(NL+NA+NT),2,2,0.9134085570380985
ModelSet,Abstract,LLM(NL+NA+NT),2,3,0.8761708349686254
ModelSet,Abstract,LLM(NL+NA+NT),2,4,0.8930340063984493
ModelSet,Abstract,LLM(NL+NA+NT),2,5,0.9048148163880126
ModelSet,Abstract,LLM(NL+NA+NT),2,6,0.8924930780291501
ModelSet,Abstract,LLM(NL+NA+NT),2,7,0.8880782693099454
ModelSet,Abstract,LLM(NL+NA+NT),2,8,0.8933411939426041
ModelSet,Abstract,LLM(NL+NA+NT),2,9,0.8822007125239266
ModelSet,Abstract,LLM(NL+NA+NT),3,0,0.8911895377168977
ModelSet,Abstract,LLM(NL+NA+NT),3,1,0.9144046184017323
ModelSet,Abstract,LLM(NL+NA+NT),3,2,0.9014503149822672
ModelSet,Abstract,LLM(NL+NA+NT),3,3,0.8789099089348473
ModelSet,Abstract,LLM(NL+NA+NT),3,4,0.8812665891767171
ModelSet,Abstract,LLM(NL+NA+NT),3,5,0.8859527219097755
ModelSet,Abstract,LLM(NL+NA+NT),3,6,0.9000441612773393
ModelSet,Abstract,LLM(NL+NA+NT),3,7,0.8817851299083082
ModelSet,Abstract,LLM(NL+NA+NT),3,8,0.8830976858105247
ModelSet,Abstract,LLM(NL+NA+NT),3,9,0.8988474943351491
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,0,0.9086465257047515
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,1,0.8962618533961055
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,2,0.8888223658562721
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,3,0.8845025517673729
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,4,0.893010098730899
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,5,0.8776947109772847
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,6,0.9074981988190992
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,7,0.8936996930019544
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,8,0.9048129366424514
ModelSet,Abstract,LLM(NL+NA+NT+EL),1,9,0.9186832488760134
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,0,0.8887299570713286
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,1,0.8654886516205301
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,2,0.8856924898647669
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,3,0.8885785702751644
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,4,0.8695364348190391
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,5,0.86746703076928
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,6,0.8759030810266146
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,7,0.8609857665048382
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,8,0.8917073494930156
ModelSet,Abstract,LLM(NL+NA+NT+EL),2,9,0.8529463620696951
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,0,0.8699319258425794
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,1,0.8783043483599083
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,2,0.8787291290866932
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,3,0.8826612417314262
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,4,0.8837144856867484
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,5,0.8788638798537455
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,6,0.8923688631876994
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,7,0.859606238303628
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,8,0.8809983548608304
ModelSet,Abstract,LLM(NL+NA+NT+EL),3,9,0.873854155882846
ModelSet,Abstract,GNN(R),0,0,0.8266502687028697
ModelSet,Abstract,GNN(R),0,1,0.8284151967589255
ModelSet,Abstract,GNN(R),0,2,0.8057634224701041
ModelSet,Abstract,GNN(R),0,3,0.8111810200692902
ModelSet,Abstract,GNN(R),0,4,0.8398517344650368
ModelSet,Abstract,GNN(R),0,5,0.8309811253730197
ModelSet,Abstract,GNN(R),0,6,0.8103950312679504
ModelSet,Abstract,GNN(R),0,7,0.8647978191868388
ModelSet,Abstract,GNN(R),0,8,0.8701835529699016
ModelSet,Abstract,GNN(R),0,9,0.7947507504207929
ModelSet,Abstract,GNN(FTLM(NL)),0,0,0.8320179496030033
ModelSet,Abstract,GNN(FTLM(NL)),0,1,0.8540899443563239
ModelSet,Abstract,GNN(FTLM(NL)),0,2,0.8368389862918488
ModelSet,Abstract,GNN(FTLM(NL)),0,3,0.8312106014291254
ModelSet,Abstract,GNN(FTLM(NL)),0,4,0.8269194316664056
ModelSet,Abstract,GNN(FTLM(NL)),0,5,0.8235880571412327
ModelSet,Abstract,GNN(FTLM(NL)),0,6,0.8268748529738026
ModelSet,Abstract,GNN(FTLM(NL)),0,7,0.8234927058759186
ModelSet,Abstract,GNN(FTLM(NL)),0,8,0.8364490835855803
ModelSet,Abstract,GNN(FTLM(NL)),0,9,0.8250184634730855
ModelSet,Abstract,GNN(FTLM(NL)),1,0,0.8225884848798993
ModelSet,Abstract,GNN(FTLM(NL)),1,1,0.8149783931317092
ModelSet,Abstract,GNN(FTLM(NL)),1,2,0.8265041012561969
ModelSet,Abstract,GNN(FTLM(NL)),1,3,0.8180587832656099
ModelSet,Abstract,GNN(FTLM(NL)),1,4,0.825192498312709
ModelSet,Abstract,GNN(FTLM(NL)),1,5,0.8374181555272153
ModelSet,Abstract,GNN(FTLM(NL)),1,6,0.8306592488631113
ModelSet,Abstract,GNN(FTLM(NL)),1,7,0.8320472529478543
ModelSet,Abstract,GNN(FTLM(NL)),1,8,0.830560908997578
ModelSet,Abstract,GNN(FTLM(NL)),1,9,0.8275917573019149
ModelSet,Abstract,GNN(FTLM(NL)),2,0,0.8277267176932837
ModelSet,Abstract,GNN(FTLM(NL)),2,1,0.8259219378409833
ModelSet,Abstract,GNN(FTLM(NL)),2,2,0.8365911700883307
ModelSet,Abstract,GNN(FTLM(NL)),2,3,0.8181576019071175
ModelSet,Abstract,GNN(FTLM(NL)),2,4,0.8424072258622554
ModelSet,Abstract,GNN(FTLM(NL)),2,5,0.8293407806268481
ModelSet,Abstract,GNN(FTLM(NL)),2,6,0.8215129960942262
ModelSet,Abstract,GNN(FTLM(NL)),2,7,0.8241085392095998
ModelSet,Abstract,GNN(FTLM(NL)),2,8,0.8222300959881188
ModelSet,Abstract,GNN(FTLM(NL)),2,9,0.8306020649902803
ModelSet,Abstract,GNN(FTLM(NL)),3,0,0.8218215695551169
ModelSet,Abstract,GNN(FTLM(NL)),3,1,0.8404213119878373
ModelSet,Abstract,GNN(FTLM(NL)),3,2,0.8211836100738575
ModelSet,Abstract,GNN(FTLM(NL)),3,3,0.8062747806958582
ModelSet,Abstract,GNN(FTLM(NL)),3,4,0.821690015072741
ModelSet,Abstract,GNN(FTLM(NL)),3,5,0.8089147882670034
ModelSet,Abstract,GNN(FTLM(NL)),3,6,0.8286013114942734
ModelSet,Abstract,GNN(FTLM(NL)),3,7,0.8395915797837131
