dataset,target,config,k,seed,f1
EAModelSet,Type,GNN(FTLM(NL+NT)),3,3,0.7055613630410488
EAModelSet,Type,GNN(FTLM(NL+NT)),3,4,0.7279431479087605
EAModelSet,Type,GNN(FTLM(NL+NT)),3,5,0.7180876459608048
EAModelSet,Type,GNN(FTLM(NL+NT)),3,6,0.7221642485112763
EAModelSet,Type,GNN(FTLM(NL+NT)),3,7,0.7300171038845412
EAModelSet,Type,GNN(FTLM(NL+NT)),3,8,0.7026686750498392
EAModelSet,Type,GNN(FTLM(NL+NT)),3,9,0.712158699261841
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,0,0.7597533484346507
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,1,0.7619209478666558
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,2,0.7542292554959891
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,3,0.7682917923269785
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,4,0.7601039493882964
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,5,0.7458661786117214
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,6,0.7486923622400935
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,7,0.7660547106049462
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,8,0.7626383145645607
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),1,9,0.739009387609934
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,0,0.6844771230386242
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,1,0.6769802703109389
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,2,0.684433429876965
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,3,0.6671629911892492
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,4,0.6680429377866768
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,5,0.6597354291524868
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,6,0.6963692957013189
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,7,0.6692454577459286
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,8,0.6868753319208195
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),2,9,0.6645270754861272
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,0,0.732638411923331
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,1,0.7142864751342992
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,2,0.7271713285123322
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,3,0.7408375490840002
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,4,0.718482561844255
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,5,0.7417222754493461
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,6,0.7343723781584847
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,7,0.7205604907501574
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,8,0.7259840272857433
EAModelSet,Type,GNN(FTLM(NL+NT+ET)),3,9,0.7264093432329458
OntoUML,Stereotype,LLM(NL),0,0,0.501504806620575
OntoUML,Stereotype,LLM(NL),0,1,0.4966385603405691
OntoUML,Stereotype,LLM(NL),0,2,0.49372712099195465
OntoUML,Stereotype,LLM(NL),0,3,0.4989541229748518
OntoUML,Stereotype,LLM(NL),0,4,0.4917311026139095
OntoUML,Stereotype,LLM(NL),0,5,0.4891047342735692
OntoUML,Stereotype,LLM(NL),0,6,0.5015182351749264
OntoUML,Stereotype,LLM(NL),0,7,0.5108287422555456
OntoUML,Stereotype,LLM(NL),0,8,0.48670628294882634
OntoUML,Stereotype,LLM(NL),0,9,0.5020350815146396
OntoUML,Stereotype,LLM(NL),1,0,0.701500438051987
OntoUML,Stereotype,LLM(NL),1,1,0.6982285456286531
OntoUML,Stereotype,LLM(NL),1,2,0.7165343765271461
OntoUML,Stereotype,LLM(NL),1,3,0.7028183031090933
OntoUML,Stereotype,LLM(NL),1,4,0.7229830168306488
OntoUML,Stereotype,LLM(NL),1,5,0.700201606358536
OntoUML,Stereotype,LLM(NL),1,6,0.7118650199362583
OntoUML,Stereotype,LLM(NL),1,7,0.705727169934428
OntoUML,Stereotype,LLM(NL),1,8,0.7004597819087364
OntoUML,Stereotype,LLM(NL),1,9,0.7138767504257775
OntoUML,Stereotype,LLM(NL),2,0,0.724450174269252
OntoUML,Stereotype,LLM(NL),2,1,0.7320321058071364
OntoUML,Stereotype,LLM(NL),2,2,0.72552708492783
OntoUML,Stereotype,LLM(NL),2,3,0.7151418374469856
OntoUML,Stereotype,LLM(NL),2,4,0.7249793075681109
OntoUML,Stereotype,LLM(NL),2,5,0.7265195516951614
OntoUML,Stereotype,LLM(NL),2,6,0.735584629538812
OntoUML,Stereotype,LLM(NL),2,7,0.7169373099266482
OntoUML,Stereotype,LLM(NL),2,8,0.725606701467327
OntoUML,Stereotype,LLM(NL),2,9,0.7087812126976996
OntoUML,Stereotype,LLM(NL),3,0,0.7345149306034331
OntoUML,Stereotype,LLM(NL),3,1,0.7171851702535935
OntoUML,Stereotype,LLM(NL),3,2,0.709936404789164
OntoUML,Stereotype,LLM(NL),3,3,0.7274078316572526
OntoUML,Stereotype,LLM(NL),3,4,0.7390568495866284
OntoUML,Stereotype,LLM(NL),3,5,0.7127555305178812
OntoUML,Stereotype,LLM(NL),3,6,0.7171196441461157
OntoUML,Stereotype,LLM(NL),3,7,0.7205672510894672
OntoUML,Stereotype,LLM(NL),3,8,0.71670503353658
OntoUML,Stereotype,LLM(NL),3,9,0.7317942788833458
OntoUML,Stereotype,LLM(NL+NA),0,0,0.5089263255495552
OntoUML,Stereotype,LLM(NL+NA),0,1,0.509784852635398
OntoUML,Stereotype,LLM(NL+NA),0,2,0.5228330539868231
OntoUML,Stereotype,LLM(NL+NA),0,3,0.5094448536903132
OntoUML,Stereotype,LLM(NL+NA),0,4,0.5213278009778073
OntoUML,Stereotype,LLM(NL+NA),0,5,0.5072861482811796
OntoUML,Stereotype,LLM(NL+NA),0,6,0.5048786148578471
OntoUML,Stereotype,LLM(NL+NA),0,7,0.4986455071080908
OntoUML,Stereotype,LLM(NL+NA),0,8,0.5356120278691173
OntoUML,Stereotype,LLM(NL+NA),0,9,0.51379740967869
OntoUML,Stereotype,LLM(NL+NA),1,0,0.7184393336794843
OntoUML,Stereotype,LLM(NL+NA),1,1,0.715689504910192
OntoUML,Stereotype,LLM(NL+NA),1,2,0.7175996175700726
OntoUML,Stereotype,LLM(NL+NA),1,3,0.7164968647937437
OntoUML,Stereotype,LLM(NL+NA),1,4,0.735082170392027
OntoUML,Stereotype,LLM(NL+NA),1,5,0.7056107340904285
OntoUML,Stereotype,LLM(NL+NA),1,6,0.7004253789390182
OntoUML,Stereotype,LLM(NL+NA),1,7,0.7058804033151564
OntoUML,Stereotype,LLM(NL+NA),1,8,0.7026529099024145
OntoUML,Stereotype,LLM(NL+NA),1,9,0.7234696205248194
OntoUML,Stereotype,LLM(NL+NA),2,0,0.7262037820953775
OntoUML,Stereotype,LLM(NL+NA),2,1,0.7083868445484967
OntoUML,Stereotype,LLM(NL+NA),2,2,0.70409564223537
OntoUML,Stereotype,LLM(NL+NA),2,3,0.714452033468589
OntoUML,Stereotype,LLM(NL+NA),2,4,0.7319112387787639
OntoUML,Stereotype,LLM(NL+NA),2,5,0.6898043058220168
OntoUML,Stereotype,LLM(NL+NA),2,6,0.7232662676901587
OntoUML,Stereotype,LLM(NL+NA),2,7,0.7072424477255141
OntoUML,Stereotype,LLM(NL+NA),2,8,0.7284036714654127
OntoUML,Stereotype,LLM(NL+NA),2,9,0.7072207605912324
OntoUML,Stereotype,LLM(NL+NA),3,0,0.7241458417278416
OntoUML,Stereotype,LLM(NL+NA),3,1,0.7119372089936044
OntoUML,Stereotype,LLM(NL+NA),3,2,0.7172274214950191
OntoUML,Stereotype,LLM(NL+NA),3,3,0.7408583916304612
OntoUML,Stereotype,LLM(NL+NA),3,4,0.7352057868589006
OntoUML,Stereotype,LLM(NL+NA),3,5,0.7229833184784932
OntoUML,Stereotype,LLM(NL+NA),3,6,0.7182982762979574
OntoUML,Stereotype,LLM(NL+NA),3,7,0.7080619286348818
OntoUML,Stereotype,LLM(NL+NA),3,8,0.7230634328809902
OntoUML,Stereotype,LLM(NL+NA),3,9,0.726690967474137
OntoUML,Stereotype,LLM(NL+NA+NT),1,0,0.7511594564216552
OntoUML,Stereotype,LLM(NL+NA+NT),1,1,0.7510620807202383
OntoUML,Stereotype,LLM(NL+NA+NT),1,2,0.7407819037277308
OntoUML,Stereotype,LLM(NL+NA+NT),1,3,0.7513372611463438
OntoUML,Stereotype,LLM(NL+NA+NT),1,4,0.751613266204649
OntoUML,Stereotype,LLM(NL+NA+NT),1,5,0.7649056203780318
OntoUML,Stereotype,LLM(NL+NA+NT),1,6,0.7706673345435237
OntoUML,Stereotype,LLM(NL+NA+NT),1,7,0.7506301097308221
OntoUML,Stereotype,LLM(NL+NA+NT),1,8,0.7443369404882412
OntoUML,Stereotype,LLM(NL+NA+NT),1,9,0.7513501787023804
OntoUML,Stereotype,LLM(NL+NA+NT),2,0,0.7469237872474557
OntoUML,Stereotype,LLM(NL+NA+NT),2,1,0.7455756618425375
OntoUML,Stereotype,LLM(NL+NA+NT),2,2,0.7524134984807785
OntoUML,Stereotype,LLM(NL+NA+NT),2,3,0.7425669556884769
OntoUML,Stereotype,LLM(NL+NA+NT),2,4,0.7590610675115502
OntoUML,Stereotype,LLM(NL+NA+NT),2,5,0.7519608445081593
OntoUML,Stereotype,LLM(NL+NA+NT),2,6,0.7555000830685995
OntoUML,Stereotype,LLM(NL+NA+NT),2,7,0.7511705996402933
OntoUML,Stereotype,LLM(NL+NA+NT),2,8,0.7457274555274759
OntoUML,Stereotype,LLM(NL+NA+NT),2,9,0.7435204044025114
OntoUML,Stereotype,LLM(NL+NA+NT),3,0,0.7526272399567546
OntoUML,Stereotype,LLM(NL+NA+NT),3,1,0.7495123966257219
OntoUML,Stereotype,LLM(NL+NA+NT),3,2,0.7573390133320957
OntoUML,Stereotype,LLM(NL+NA+NT),3,3,0.7549556829680236
OntoUML,Stereotype,LLM(NL+NA+NT),3,4,0.7413769325207727
OntoUML,Stereotype,LLM(NL+NA+NT),3,5,0.7556712129942835
OntoUML,Stereotype,LLM(NL+NA+NT),3,6,0.7415713958285924
OntoUML,Stereotype,LLM(NL+NA+NT),3,7,0.7488352237448072
OntoUML,Stereotype,LLM(NL+NA+NT),3,8,0.7520564639078215
OntoUML,Stereotype,LLM(NL+NA+NT),3,9,0.7342472672208868
OntoUML,Stereotype,GNN(R),0,0,0.16083014895719963
OntoUML,Stereotype,GNN(R),0,1,0.16201966699428672
OntoUML,Stereotype,GNN(R),0,2,0.15583951613150654
OntoUML,Stereotype,GNN(R),0,3,0.15051365455056812
OntoUML,Stereotype,GNN(R),0,4,0.1515279267978372
OntoUML,Stereotype,GNN(R),0,5,0.13946921062777887
OntoUML,Stereotype,GNN(R),0,6,0.15360599260542376
OntoUML,Stereotype,GNN(R),0,7,0.14794776392970277
OntoUML,Stereotype,GNN(R),0,8,0.16083370785374798
OntoUML,Stereotype,GNN(R),0,9,0.13491727820910285
OntoUML,Stereotype,GNN(FTLM(NL)),0,0,0.45935589909011143
OntoUML,Stereotype,GNN(FTLM(NL)),0,1,0.4584321889347767
OntoUML,Stereotype,GNN(FTLM(NL)),0,2,0.4555843716782128
OntoUML,Stereotype,GNN(FTLM(NL)),0,3,0.45260795176913715
OntoUML,Stereotype,GNN(FTLM(NL)),0,4,0.4625233989247011
OntoUML,Stereotype,GNN(FTLM(NL)),0,5,0.44035398293206135
OntoUML,Stereotype,GNN(FTLM(NL)),0,6,0.46160453338145124
OntoUML,Stereotype,GNN(FTLM(NL)),0,7,0.45943037466190373
OntoUML,Stereotype,GNN(FTLM(NL)),0,8,0.45983376292534617
OntoUML,Stereotype,GNN(FTLM(NL)),0,9,0.4608331259243268
OntoUML,Stereotype,GNN(FTLM(NL)),1,0,0.7154635559340715
OntoUML,Stereotype,GNN(FTLM(NL)),1,1,0.7194053994169857
OntoUML,Stereotype,GNN(FTLM(NL)),1,2,0.7283705833121634
OntoUML,Stereotype,GNN(FTLM(NL)),1,3,0.7263063924408311
OntoUML,Stereotype,GNN(FTLM(NL)),1,4,0.7240671276544265
OntoUML,Stereotype,GNN(FTLM(NL)),1,5,0.7068567975488037
OntoUML,Stereotype,GNN(FTLM(NL)),1,6,0.727378871148832
OntoUML,Stereotype,GNN(FTLM(NL)),1,7,0.733694709919931
OntoUML,Stereotype,GNN(FTLM(NL)),1,8,0.7320967149304286
OntoUML,Stereotype,GNN(FTLM(NL)),1,9,0.7243387804876911
OntoUML,Stereotype,GNN(FTLM(NL)),2,0,0.733423213963958
OntoUML,Stereotype,GNN(FTLM(NL)),2,1,0.7584254481422802
OntoUML,Stereotype,GNN(FTLM(NL)),2,2,0.7475274536328024
OntoUML,Stereotype,GNN(FTLM(NL)),2,3,0.7236748035193303
OntoUML,Stereotype,GNN(FTLM(NL)),2,4,0.752772074031072
OntoUML,Stereotype,GNN(FTLM(NL)),2,5,0.7340782821692047
OntoUML,Stereotype,GNN(FTLM(NL)),2,6,0.7360355941980494
OntoUML,Stereotype,GNN(FTLM(NL)),2,7,0.7426504110762615
OntoUML,Stereotype,GNN(FTLM(NL)),2,8,0.7617259117788289
OntoUML,Stereotype,GNN(FTLM(NL)),2,9,0.745291546458216
OntoUML,Stereotype,GNN(FTLM(NL)),3,0,0.7397099158773671
OntoUML,Stereotype,GNN(FTLM(NL)),3,1,0.7544796796375223
OntoUML,Stereotype,GNN(FTLM(NL)),3,2,0.7529402976265579
OntoUML,Stereotype,GNN(FTLM(NL)),3,3,0.7359664658417263
OntoUML,Stereotype,GNN(FTLM(NL)),3,4,0.7345847897793949
OntoUML,Stereotype,GNN(FTLM(NL)),3,5,0.7243912936591045
OntoUML,Stereotype,GNN(FTLM(NL)),3,6,0.7300554192581841
OntoUML,Stereotype,GNN(FTLM(NL)),3,7,0.7412535834761277
OntoUML,Stereotype,GNN(FTLM(NL)),3,8,0.7409573076180964
OntoUML,Stereotype,GNN(FTLM(NL)),3,9,0.7381023823117396
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,0,0.4699480165756393
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,1,0.4522763198696682
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,2,0.4594392347981654
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,3,0.46731242988494814
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,4,0.4658414590622792
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,5,0.4707094577573242
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,6,0.4639702040676506
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,7,0.4569059744440317
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,8,0.463621922602624
OntoUML,Stereotype,GNN(FTLM(NL+NA)),0,9,0.4499740480361589
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,0,0.7266054066845687
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,1,0.7488067178089718
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,2,0.7424485966717899
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,3,0.74608409626417
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,4,0.7260231563615858
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,5,0.7393488597527457
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,6,0.7370014288626847
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,7,0.7343578788526333
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,8,0.7204498499353754
OntoUML,Stereotype,GNN(FTLM(NL+NA)),1,9,0.7396512651786294
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,0,0.7339730428816619
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,1,0.7288099772186374
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,2,0.7189905339033419
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,3,0.724851240283497
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,4,0.73256800080238
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,5,0.697395821373458
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,6,0.7237546345319336
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,7,0.7304320014718143
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,8,0.7318212862523418
OntoUML,Stereotype,GNN(FTLM(NL+NA)),2,9,0.7420073020701002
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,0,0.7873504567909648
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,1,0.7791256283474625
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,2,0.7790197600611543
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,3,0.783869453479946
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,4,0.7706067300525766
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,5,0.7755981194505682
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,6,0.7850623900307854
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,7,0.795574452148951
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,8,0.7744073269426826
OntoUML,Stereotype,GNN(FTLM(NL+NA)),3,9,0.7755159931067014
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,0,0.7719848019378768
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,1,0.7834320369400806
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,2,0.7696968669641086
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,3,0.7846935903647114
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,4,0.7603334278257126
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,5,0.7681396370426301
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,6,0.7680183484331448
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,7,0.7778650572409622
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,8,0.7804526037697828
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),1,9,0.7549055564188177
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,0,0.8458488237418877
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,1,0.8583685247877646
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,2,0.8484130635411419
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,3,0.8397757222435236
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,4,0.8653847997202347
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,5,0.8599397008415365
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,6,0.8599317749686075
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,7,0.850245542835539
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,8,0.8652893845216731
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),2,9,0.8526004000357288
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,0,0.8519643527782295
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,1,0.8318833484905738
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,2,0.832458645523162
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,3,0.843046632105977
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,4,0.8339766785420294
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,5,0.8477545106536882
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,6,0.8436008774412905
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,7,0.831770287821369
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,8,0.841728656009451
OntoUML,Stereotype,GNN(FTLM(NL+NA+NT)),3,9,0.8374872231181263
Ecore-555,Abstract,LLM(NL),0,0,0.8771583282917704
Ecore-555,Abstract,LLM(NL),0,1,0.861674470168218
Ecore-555,Abstract,LLM(NL),0,2,0.8636082690452712
Ecore-555,Abstract,LLM(NL),0,3,0.8801123690537633
Ecore-555,Abstract,LLM(NL),0,4,0.8903859338924252
Ecore-555,Abstract,LLM(NL),0,5,0.8879900866422794
Ecore-555,Abstract,LLM(NL),0,6,0.8686322301166061
Ecore-555,Abstract,LLM(NL),0,7,0.8701885470706823
Ecore-555,Abstract,LLM(NL),0,8,0.8833345866228266
Ecore-555,Abstract,LLM(NL),0,9,0.8667556519375537
Ecore-555,Abstract,LLM(NL),1,0,0.8932365086286264
Ecore-555,Abstract,LLM(NL),1,1,0.904168755974363
Ecore-555,Abstract,LLM(NL),1,2,0.9075151678053214
Ecore-555,Abstract,LLM(NL),1,3,0.8947085038218175
Ecore-555,Abstract,LLM(NL),1,4,0.8865376885850085
Ecore-555,Abstract,LLM(NL),1,5,0.888632704854459
Ecore-555,Abstract,LLM(NL),1,6,0.9096542928417233
Ecore-555,Abstract,LLM(NL),1,7,0.8954162348368816
Ecore-555,Abstract,LLM(NL),1,8,0.9015865290762889
Ecore-555,Abstract,LLM(NL),1,9,0.9051255868433784
Ecore-555,Abstract,LLM(NL),2,0,0.8871914087909472
Ecore-555,Abstract,LLM(NL),2,1,0.8776509720128652
Ecore-555,Abstract,LLM(NL),2,2,0.885987157004806
Ecore-555,Abstract,LLM(NL),2,3,0.8720993970787916
Ecore-555,Abstract,LLM(NL),2,4,0.8773828597432198
Ecore-555,Abstract,LLM(NL),2,5,0.8707558441221213
Ecore-555,Abstract,LLM(NL),2,6,0.8923176721636191
Ecore-555,Abstract,LLM(NL),2,7,0.8807291677193301
Ecore-555,Abstract,LLM(NL),2,8,0.873606925123697
Ecore-555,Abstract,LLM(NL),2,9,0.8774762820193486
Ecore-555,Abstract,LLM(NL),3,0,0.8817827151927673
Ecore-555,Abstract,LLM(NL),3,1,0.8910051979132501
Ecore-555,Abstract,LLM(NL),3,2,0.8680436382181477
Ecore-555,Abstract,LLM(NL),3,3,0.8736279415837458
Ecore-555,Abstract,LLM(NL),3,4,0.880218927484425
Ecore-555,Abstract,LLM(NL),3,5,0.9093230583276781
Ecore-555,Abstract,LLM(NL),3,6,0.89355678892532
Ecore-555,Abstract,LLM(NL),3,7,0.8828854832086905
Ecore-555,Abstract,LLM(NL),3,8,0.8911199958241084
Ecore-555,Abstract,LLM(NL),3,9,0.9045743616963033
Ecore-555,Abstract,LLM(NL+NA),0,0,0.8896625607322461
Ecore-555,Abstract,LLM(NL+NA),0,1,0.8883358665590244
Ecore-555,Abstract,LLM(NL+NA),0,2,0.904119435432219
Ecore-555,Abstract,LLM(NL+NA),0,3,0.8969417549813294
Ecore-555,Abstract,LLM(NL+NA),0,4,0.8987133315532256
Ecore-555,Abstract,LLM(NL+NA),0,5,0.8869177760071942
Ecore-555,Abstract,LLM(NL+NA),0,6,0.9112420313234274
Ecore-555,Abstract,LLM(NL+NA),0,7,0.9090959080159366
Ecore-555,Abstract,LLM(NL+NA),0,8,0.8976594778887275
Ecore-555,Abstract,LLM(NL+NA),0,9,0.8988428983814724
Ecore-555,Abstract,LLM(NL+NA),1,0,0.8847273912775697
Ecore-555,Abstract,LLM(NL+NA),1,1,0.9113770979349721
Ecore-555,Abstract,LLM(NL+NA),1,2,0.9030589141277467
Ecore-555,Abstract,LLM(NL+NA),1,3,0.9093390570582822
Ecore-555,Abstract,LLM(NL+NA),1,4,0.911824594118461
Ecore-555,Abstract,LLM(NL+NA),1,5,0.9015870823189173
Ecore-555,Abstract,LLM(NL+NA),1,6,0.8880951819981292
Ecore-555,Abstract,LLM(NL+NA),1,7,0.9086787456507424
Ecore-555,Abstract,LLM(NL+NA),1,8,0.897586163475596
Ecore-555,Abstract,LLM(NL+NA),1,9,0.9016980590727567
Ecore-555,Abstract,LLM(NL+NA),2,0,0.8909549015590581
Ecore-555,Abstract,LLM(NL+NA),2,1,0.8935842574474482
Ecore-555,Abstract,LLM(NL+NA),2,2,0.8739047904273406
Ecore-555,Abstract,LLM(NL+NA),2,3,0.9091694712723152
Ecore-555,Abstract,LLM(NL+NA),2,4,0.8995334610232648
Ecore-555,Abstract,LLM(NL+NA),2,5,0.9081139926291887
Ecore-555,Abstract,LLM(NL+NA),2,6,0.9167984182980994
Ecore-555,Abstract,LLM(NL+NA),2,7,0.8972259312256275
Ecore-555,Abstract,LLM(NL+NA),2,8,0.8789756374415942
Ecore-555,Abstract,LLM(NL+NA),2,9,0.8880611314962041
Ecore-555,Abstract,LLM(NL+NA),3,0,0.8809309551910329
Ecore-555,Abstract,LLM(NL+NA),3,1,0.8879812535685501
Ecore-555,Abstract,LLM(NL+NA),3,2,0.8937964797806598
Ecore-555,Abstract,LLM(NL+NA),3,3,0.8729781273297677
Ecore-555,Abstract,LLM(NL+NA),3,4,0.8964247549334156
Ecore-555,Abstract,LLM(NL+NA),3,5,0.8778964334671412
Ecore-555,Abstract,LLM(NL+NA),3,6,0.8959736526280001
Ecore-555,Abstract,LLM(NL+NA),3,7,0.8919050885482303
Ecore-555,Abstract,LLM(NL+NA),3,8,0.8898636876080742
Ecore-555,Abstract,LLM(NL+NA),3,9,0.8922695694405869
Ecore-555,Abstract,LLM(NL+NA+NT),1,0,0.9086022198426831
Ecore-555,Abstract,LLM(NL+NA+NT),1,1,0.9078752855659583
Ecore-555,Abstract,LLM(NL+NA+NT),1,2,0.8971724360913111
Ecore-555,Abstract,LLM(NL+NA+NT),1,3,0.9137037268515067
Ecore-555,Abstract,LLM(NL+NA+NT),1,4,0.9324553371062332
Ecore-555,Abstract,LLM(NL+NA+NT),1,5,0.933804950628846
Ecore-555,Abstract,LLM(NL+NA+NT),1,6,0.9272181759654494
Ecore-555,Abstract,LLM(NL+NA+NT),1,7,0.9210580160085157
Ecore-555,Abstract,LLM(NL+NA+NT),1,8,0.9072351987592001
Ecore-555,Abstract,LLM(NL+NA+NT),1,9,0.9284275078821627
Ecore-555,Abstract,LLM(NL+NA+NT),2,0,0.9084387244555904
Ecore-555,Abstract,LLM(NL+NA+NT),2,1,0.9083112449023693
Ecore-555,Abstract,LLM(NL+NA+NT),2,2,0.9060877286816074
Ecore-555,Abstract,LLM(NL+NA+NT),2,3,0.909919618990183
Ecore-555,Abstract,LLM(NL+NA+NT),2,4,0.9046478509841195
Ecore-555,Abstract,LLM(NL+NA+NT),2,5,0.908162178306269
Ecore-555,Abstract,LLM(NL+NA+NT),2,6,0.8981540089127275
Ecore-555,Abstract,LLM(NL+NA+NT),2,7,0.9052633629525948
Ecore-555,Abstract,LLM(NL+NA+NT),2,8,0.9318055646994983
Ecore-555,Abstract,LLM(NL+NA+NT),2,9,0.9083040597203805
Ecore-555,Abstract,LLM(NL+NA+NT),3,0,0.9056133943522824
Ecore-555,Abstract,LLM(NL+NA+NT),3,1,0.9133237427910506
Ecore-555,Abstract,LLM(NL+NA+NT),3,2,0.9150812182170347
Ecore-555,Abstract,LLM(NL+NA+NT),3,3,0.8968623114082793
Ecore-555,Abstract,LLM(NL+NA+NT),3,4,0.9059284121719676
Ecore-555,Abstract,LLM(NL+NA+NT),3,5,0.9171827584093477
Ecore-555,Abstract,LLM(NL+NA+NT),3,6,0.910698376290721
Ecore-555,Abstract,LLM(NL+NA+NT),3,7,0.9092195404350177
Ecore-555,Abstract,LLM(NL+NA+NT),3,8,0.9235401766860873
Ecore-555,Abstract,LLM(NL+NA+NT),3,9,0.9012222724036036
Ecore-555,Abstract,LLM(NL+NA+NT+EL),1,0,0.9098274589510763
